TERMS AND CONDITIONS,,,,,,,,,,,,,
https://www.bankofcanada.ca/terms/,,,,,,,,,,,,,
,,,,,,,,,,,,,
SERIES,,,,,,,,,,,,,
id,label,description,,,,,,,,,,,
FXCADUSD,CAD/USD,Canadian dollar to US dollar daily exchange rate,,,,,,,,,,,
,,,,,,,,,,,,,
OBSERVATIONS,,,,,,,,,,,,,
date,FXCADUSD,,2017,,,2018,,,2019,,,2020,
1/3/2017,0.7443,,January,0.758038095,,January,,,January,,,January,
1/4/2017,0.751,,February,0.762963158,,February,,,February,,,February,
1/5/2017,0.7551,,March,0.747034783,,March,,,March,,,March,
1/6/2017,0.7568,,April,0.744094737,,April,,,April,,,April,
1/9/2017,0.7553,,May,0.734954545,,May,,,May,,,May,
1/10/2017,0.7568,,June,0.752086364,,June,,,June,,,June,
1/11/2017,0.7547,,July,0.78825,,July,,,July,,,July,
1/12/2017,0.763,,August,0.793372727,,August,,,August,,,August,
1/13/2017,0.761,,September,0.8142,,September,,,September,,,September,
1/16/2017,0.7603,,October,0.793452381,,October,,,October,,,October,
1/17/2017,0.7659,,November,0.78317619,,November,,,November,,,November,
1/18/2017,0.7634,,December,0.783094737,,December,,,December,,,December,
12/31/2020,0.7854,,,,,,,,,,,,
1/4/2021,0.7843,,,,,,,,,,,,
1/5/2021,0.787,,,,,,,,,,,,
1/6/2021,0.7883,,,,,,,,,,,,
1/7/2021,0.787,,,,,,,,,,,,
1/8/2021,0.7871,,,,,,,,,,,,
1/11/2021,0.782,,,,,,,,,,,,
1/12/2021,0.7846,,,,,,,,,,,,
1/13/2021,0.7868,,,,,,,,,,,,
1/14/2021,0.7903,,,,,,,,,,,,
1/15/2021,0.7857,,,,,,,,,,,,
1/18/2021,0.7836,,,,,,,,,,,,
1/19/2021,0.7852,,,,,,,,,,,,
1/20/2021,0.7901,,,,,,,,,,,,
1/21/2021,0.792,,,,,,,,,,,,
1/22/2021,0.7864,,,,,,,,,,,,
1/25/2021,0.7851,,,,,,,,,,,,
1/26/2021,0.7873,,,,,,,,,,,,
1/27/2021,0.7828,,,,,,,,,,,,
1/28/2021,0.7806,,,,,,,,,,,,
1/29/2021,0.7825,,,,,,,,,,,,
2/1/2021,0.7798,,,,,,,,,,,,
2/2/2021,0.7802,,,,,,,,,,,,
2/3/2021,0.7823,,,,,,,,,,,,
2/4/2021,0.7795,,,,,,,,,,,,
2/5/2021,0.7827,,,,,,,,,,,,
2/8/2021,0.7841,,,,,,,,,,,,
2/9/2021,0.7862,,,,,,,,,,,,
2/10/2021,0.7881,,,,,,,,,,,,
2/11/2021,0.7883,,,,,,,,,,,,
2/12/2021,0.7867,,,,,,,,,,,,
2/16/2021,0.7884,,,,,,,,,,,,
2/17/2021,0.7867,,,,,,,,,,,,
2/18/2021,0.7876,,,,,,,,,,,,
2/19/2021,0.7928,,,,,,,,,,,,
2/22/2021,0.7928,,,,,,,,,,,,
2/23/2021,0.7935,,,,,,,,,,,,
2/24/2021,0.7969,,,,,,,,,,,,
2/25/2021,0.7981,,,,,,,,,,,,
2/26/2021,0.7883,,,,,,,,,,,,
3/1/2021,0.7898,,,,,,,,,,,,
3/2/2021,0.792,,,,,,,,,,,,
3/3/2021,0.7917,,,,,,,,,,,,
3/4/2021,0.7913,,,,,,,,,,,,
3/5/2021,0.7894,,,,,,,,,,,,
3/8/2021,0.7899,,,,,,,,,,,,
3/9/2021,0.7915,,,,,,,,,,,,
3/10/2021,0.7913,,,,,,,,,,,,
3/11/2021,0.7961,,,,,,,,,,,,
3/12/2021,0.8004,,,,,,,,,,,,
3/15/2021,0.8013,,,,,,,,,,,,
3/16/2021,0.8029,,,,,,,,,,,,
3/17/2021,0.8022,,,,,,,,,,,,
3/18/2021,0.8027,,,,,,,,,,,,
3/19/2021,0.7996,,,,,,,,,,,,
3/22/2021,0.7992,,,,,,,,,,,,
3/23/2021,0.7961,,,,,,,,,,,,
3/24/2021,0.7961,,,,,,,,,,,,
3/25/2021,0.7933,,,,,,,,,,,,
3/26/2021,0.7949,,,,,,,,,,,,
3/29/2021,0.794,,,,,,,,,,,,
3/30/2021,0.7917,,,,,,,,,,,,
3/31/2021,0.7952,,,,,,,,,,,,
4/1/2021,0.7959,,,,,,,,,,,,
4/5/2021,0.7984,,,,,,,,,,,,
4/6/2021,0.7962,,,,,,,,,,,,
4/7/2021,0.7926,,,,,,,,,,,,
4/8/2021,0.795,,,,,,,,,,,,
4/9/2021,0.7972,,,,,,,,,,,,
4/12/2021,0.7966,,,,,,,,,,,,
4/13/2021,0.7966,,,,,,,,,,,,
4/14/2021,0.7979,,,,,,,,,,,,
4/15/2021,0.7981,,,,,,,,,,,,
4/16/2021,0.7998,,,,,,,,,,,,
4/19/2021,0.7988,,,,,,,,,,,,
4/20/2021,0.7954,,,,,,,,,,,,
4/21/2021,0.7985,,,,,,,,,,,,
4/22/2021,0.8,,,,,,,,,,,,
4/23/2021,0.8007,,,,,,,,,,,,
4/26/2021,0.8057,,,,,,,,,,,,
4/27/2021,0.8063,,,,,,,,,,,,
4/28/2021,0.8093,,,,,,,,,,,,
4/29/2021,0.8135,,,,,,,,,,,,
4/30/2021,0.814,,,,,,,,,,,,
5/3/2021,0.8144,,,,,,,,,,,,
5/4/2021,0.812,,,,,,,,,,,,
5/5/2021,0.8149,,,,,,,,,,,,
5/6/2021,0.8197,,,,,,,,,,,,
5/7/2021,0.8226,,,,,,,,,,,,
5/10/2021,0.8268,,,,,,,,,,,,
5/11/2021,0.8267,,,,,,,,,,,,
5/12/2021,0.8267,,,,,,,,,,,,
5/13/2021,0.823,,,,,,,,,,,,
5/14/2021,0.8258,,,,,,,,,,,,
5/17/2021,0.8277,,,,,,,,,,,,
5/18/2021,0.8298,,,,,,,,,,,,
5/19/2021,0.8264,,,,,,,,,,,,
5/20/2021,0.8285,,,,,,,,,,,,
5/21/2021,0.8291,,,,,,,,,,,,
5/25/2021,0.8294,,,,,,,,,,,,
5/26/2021,0.8258,,,,,,,,,,,,
5/27/2021,0.8283,,,,,,,,,,,,
5/28/2021,0.8274,,,,,,,,,,,,
5/31/2021,0.8284,,,,,,,,,,,,
6/1/2021,0.8306,,,,,,,,,,,,
6/2/2021,0.8297,,,,,,,,,,,,
6/3/2021,0.8262,,,,,,,,,,,,
6/4/2021,0.8275,,,,,,,,,,,,
6/7/2021,0.8283,,,,,,,,,,,,
6/8/2021,0.8267,,,,,,,,,,,,
6/9/2021,0.8268,,,,,,,,,,,,
6/10/2021,0.8269,,,,,,,,,,,,
6/11/2021,0.8232,,,,,,,,,,,,
6/14/2021,0.8236,,,,,,,,,,,,
6/15/2021,0.8205,,,,,,,,,,,,
6/16/2021,0.8203,,,,,,,,,,,,
6/17/2021,0.8103,,,,,,,,,,,,
6/18/2021,0.8052,,,,,,,,,,,,
6/21/2021,0.808,,,,,,,,,,,,
6/22/2021,0.8093,,,,,,,,,,,,
6/23/2021,0.8139,,,,,,,,,,,,
6/24/2021,0.812,,,,,,,,,,,,
6/25/2021,0.8134,,,,,,,,,,,,
6/28/2021,0.8107,,,,,,,,,,,,
6/29/2021,0.8075,,,,,,,,,,,,
6/30/2021,0.8068,,,,,,,,,,,,
7/2/2021,0.8095,,,,,,,,,,,,
7/5/2021,0.8102,,,,,,,,,,,,
7/6/2021,0.8035,,,,,,,,,,,,
7/7/2021,0.8016,,,,,,,,,,,,
7/8/2021,0.7974,,,,,,,,,,,,
7/9/2021,0.8015,,,,,,,,,,,,
7/12/2021,0.8019,,,,,,,,,,,,
7/13/2021,0.7991,,,,,,,,,,,,
7/14/2021,0.8002,,,,,,,,,,,,
7/15/2021,0.7954,,,,,,,,,,,,
7/16/2021,0.7941,,,,,,,,,,,,
7/19/2021,0.7838,,,,,,,,,,,,
7/20/2021,0.7855,,,,,,,,,,,,
7/21/2021,0.7943,,,,,,,,,,,,
7/22/2021,0.7957,,,,,,,,,,,,
7/23/2021,0.7952,,,,,,,,,,,,
7/26/2021,0.7969,,,,,,,,,,,,
7/27/2021,0.795,,,,,,,,,,,,
7/28/2021,0.7958,,,,,,,,,,,,
7/29/2021,0.8032,,,,,,,,,,,,
7/30/2021,0.8024,,,,,,,,,,,,
8/3/2021,0.7971,,,,,,,,,,,,
8/4/2021,0.7971,,,,,,,,,,,,
8/5/2021,0.8002,,,,,,,,,,,,
8/6/2021,0.7968,,,,,,,,,,,,
8/9/2021,0.7959,,,,,,,,,,,,
8/10/2021,0.7974,,,,,,,,,,,,
8/11/2021,0.7996,,,,,,,,,,,,
8/12/2021,0.7987,,,,,,,,,,,,
8/13/2021,0.7991,,,,,,,,,,,,
8/16/2021,0.7956,,,,,,,,,,,,
8/17/2021,0.7922,,,,,,,,,,,,
8/18/2021,0.7918,,,,,,,,,,,,
8/19/2021,0.7817,,,,,,,,,,,,
8/20/2021,0.7778,,,,,,,,,,,,
8/23/2021,0.7885,,,,,,,,,,,,
8/24/2021,0.7931,,,,,,,,,,,,
8/25/2021,0.7925,,,,,,,,,,,,
8/26/2021,0.7905,,,,,,,,,,,,
8/27/2021,0.7915,,,,,,,,,,,,
8/30/2021,0.7935,,,,,,,,,,,,
8/31/2021,0.7926,,,,,,,,,,,,
9/1/2021,0.7932,,,,,,,,,,,,
9/2/2021,0.7954,,,,,,,,,,,,
9/3/2021,0.7988,,,,,,,,,,,,
9/7/2021,0.7923,,,,,,,,,,,,
9/8/2021,0.7889,,,,,,,,,,,,
9/9/2021,0.7903,,,,,,,,,,,,
9/10/2021,0.7917,,,,,,,,,,,,
9/13/2021,0.7898,,,,,,,,,,,,
9/14/2021,0.7898,,,,,,,,,,,,
9/15/2021,0.7905,,,,,,,,,,,,
9/16/2021,0.789,,,,,,,,,,,,
9/17/2021,0.7861,,,,,,,,,,,,
9/20/2021,0.7795,,,,,,,,,,,,
9/21/2021,0.7812,,,,,,,,,,,,
9/22/2021,0.7839,,,,,,,,,,,,
9/23/2021,0.7903,,,,,,,,,,,,
9/24/2021,0.7886,,,,,,,,,,,,
9/27/2021,0.7913,,,,,,,,,,,,
9/28/2021,0.7886,,,,,,,,,,,,
9/29/2021,0.7849,,,,,,,,,,,,
10/1/2021,0.7903,,,,,,,,,,,,
10/4/2021,0.7947,,,,,,,,,,,,
10/5/2021,0.7952,,,,,,,,,,,,
10/6/2021,0.7928,,,,,,,,,,,,
10/7/2021,0.7963,,,,,,,,,,,,
10/8/2021,0.8012,,,,,,,,,,,,
10/12/2021,0.8025,,,,,,,,,,,,
10/13/2021,0.8035,,,,,,,,,,,,
10/14/2021,0.8083,,,,,,,,,,,,
10/15/2021,0.8078,,,,,,,,,,,,
10/18/2021,0.8081,,,,,,,,,,,,
10/19/2021,0.8093,,,,,,,,,,,,
10/20/2021,0.8111,,,,,,,,,,,,
10/21/2021,0.8097,,,,,,,,,,,,
10/22/2021,0.8093,,,,,,,,,,,,
10/25/2021,0.8078,,,,,,,,,,,,
10/26/2021,0.808,,,,,,,,,,,,
10/27/2021,0.8092,,,,,,,,,,,,
10/28/2021,0.8098,,,,,,,,,,,,
10/29/2021,0.8075,,,,,,,,,,,,
11/1/2021,0.8085,,,,,,,,,,,,
11/2/2021,0.8062,,,,,,,,,,,,
11/3/2021,0.8053,,,,,,,,,,,,
11/4/2021,0.8033,,,,,,,,,,,,
11/5/2021,0.8031,,,,,,,,,,,,
11/8/2021,0.8033,,,,,,,,,,,,
11/9/2021,0.8033,,,,,,,,,,,,
11/10/2021,0.8031,,,,,,,,,,,,
11/12/2021,0.7959,,,,,,,,,,,,
11/15/2021,0.7989,,,,,,,,,,,,
11/16/2021,0.7968,,,,,,,,,,,,
11/17/2021,0.794,,,,,,,,,,,,
11/18/2021,0.7927,,,,,,,,,,,,
11/19/2021,0.7912,,,,,,,,,,,,
11/22/2021,0.7886,,,,,,,,,,,,
11/23/2021,0.787,,,,,,,,,,,,
11/24/2021,0.7888,,,,,,,,,,,,
11/25/2021,0.7903,,,,,,,,,,,,
11/26/2021,0.783,,,,,,,,,,,,
11/29/2021,0.7834,,,,,,,,,,,,
11/30/2021,0.7817,,,,,,,,,,,,
12/1/2021,0.7827,,,,,,,,,,,,
12/2/2021,0.7803,,,,,,,,,,,,
12/3/2021,0.7805,,,,,,,,,,,,
12/6/2021,0.7825,,,,,,,,,,,,
12/7/2021,0.7899,,,,,,,,,,,,
12/8/2021,0.791,,,,,,,,,,,,
12/9/2021,0.7874,,,,,,,,,,,,
12/10/2021,0.7865,,,,,,,,,,,,
12/13/2021,0.7818,,,,,,,,,,,,
12/14/2021,0.7785,,,,,,,,,,,,
12/15/2021,0.7756,,,,,,,,,,,,
12/16/2021,0.7824,,,,,,,,,,,,
12/17/2021,0.7785,,,,,,,,,,,,
12/20/2021,0.7727,,,,,,,,,,,,
12/21/2021,0.7736,,,,,,,,,,,,
12/22/2021,0.7773,,,,,,,,,,,,
12/23/2021,0.7803,,,,,,,,,,,,
12/24/2021,0.7805,,,,,,,,,,,,
12/29/2021,0.781,,,,,,,,,,,,
12/30/2021,0.7827,,,,,,,,,,,,
12/31/2021,0.7888,,,,,,,,,,,,
1/4/2022,0.7869,,,,,,,,,,,,
1/5/2022,0.7863,,,,,,,,,,,,
1/6/2022,0.7849,,,,,,,,,,,,
1/7/2022,0.7895,,,,,,,,,,,,
1/10/2022,0.7887,,,,,,,,,,,,
1/11/2022,0.7933,,,,,,,,,,,,
1/12/2022,0.7994,,,,,,,,,,,,
1/13/2022,0.801,,,,,,,,,,,,
1/14/2022,0.7971,,,,,,,,,,,,
1/17/2022,0.7987,,,,,,,,,,,,
1/18/2022,0.7981,,,,,,,,,,,,
1/19/2022,0.8005,,,,,,,,,,,,
1/20/2022,0.8017,,,,,,,,,,,,
1/21/2022,0.7971,,,,,,,,,,,,
1/24/2022,0.7901,,,,,,,,,,,,
1/25/2022,0.7918,,,,,,,,,,,,
1/26/2022,0.7933,,,,,,,,,,,,
1/27/2022,0.7867,,,,,,,,,,,,
1/28/2022,0.783,,,,,,,,,,,,
1/31/2022,0.7862,,,,,,,,,,,,
2/1/2022,0.7878,,,,,,,,,,,,
2/2/2022,0.7888,,,,,,,,,,,,
2/3/2022,0.7887,,,,,,,,,,,,
2/4/2022,0.7838,,,,,,,,,,,,
2/7/2022,0.7881,,,,,,,,,,,,
2/8/2022,0.7868,,,,,,,,,,,,
2/9/2022,0.7886,,,,,,,,,,,,
2/10/2022,0.7885,,,,,,,,,,,,
2/11/2022,0.7873,,,,,,,,,,,,
2/14/2022,0.7851,,,,,,,,,,,,
2/15/2022,0.7849,,,,,,,,,,,,
2/16/2022,0.7883,,,,,,,,,,,,
2/17/2022,0.7877,,,,,,,,,,,,
2/18/2022,0.7853,,,,,,,,,,,,
2/22/2022,0.7847,,,,,,,,,,,,
2/23/2022,0.7863,,,,,,,,,,,,
2/24/2022,0.7793,,,,,,,,,,,,
2/25/2022,0.7845,,,,,,,,,,,,
2/28/2022,0.7875,,,,,,,,,,,,
3/1/2022,0.7869,,,,,,,,,,,,
3/2/2022,0.7894,,,,,,,,,,,,
3/3/2022,0.7896,,,,,,,,,,,,
3/4/2022,0.7843,,,,,,,,,,,,
3/7/2022,0.7829,,,,,,,,,,,,
3/8/2022,0.7772,,,,,,,,,,,,
3/9/2022,0.78,,,,,,,,,,,,
3/10/2022,0.7827,,,,,,,,,,,,
3/11/2022,0.7862,,,,,,,,,,,,
3/14/2022,0.7827,,,,,,,,,,,,
3/15/2022,0.7811,,,,,,,,,,,,
3/16/2022,0.7861,,,,,,,,,,,,
3/17/2022,0.7905,,,,,,,,,,,,
3/18/2022,0.7926,,,,,,,,,,,,
3/21/2022,0.7941,,,,,,,,,,,,
3/22/2022,0.7944,,,,,,,,,,,,
3/23/2022,0.7955,,,,,,,,,,,,
3/24/2022,0.7971,,,,,,,,,,,,
3/25/2022,0.7999,,,,,,,,,,,,
3/28/2022,0.7974,,,,,,,,,,,,
3/29/2022,0.7994,,,,,,,,,,,,
3/30/2022,0.8019,,,,,,,,,,,,
3/31/2022,0.8003,,,,,,,,,,,,
4/1/2022,0.7992,,,,,,,,,,,,
4/4/2022,0.8006,,,,,,,,,,,,
4/5/2022,0.8031,,,,,,,,,,,,
4/6/2022,0.7994,,,,,,,,,,,,
4/7/2022,0.7947,,,,,,,,,,,,
4/8/2022,0.7943,,,,,,,,,,,,
4/11/2022,0.7923,,,,,,,,,,,,
4/12/2022,0.7926,,,,,,,,,,,,
4/13/2022,0.7932,,,,,,,,,,,,
4/14/2022,0.7936,,,,,,,,,,,,
